Date,Invoice_ID,Customer_ID,Customer_Age_Group,Gender,State,Product_Category,Product_Name,Season,Unit_Price,Quantity_Sold,Total_Sales,Payment_Method,Sales_Channel,Promo_Code_Used,Discount_Amount,Net_Sales
7/8/2025,INV100166,CUST4618,26-35,Male,Negeri Sembilan,Bottoms,Slim Fit Jeans,Normal,154.59,5,772.95,E-Wallet (TnG),Instagram,No,0,772.95
10/3/2025,INV100167,CUST4578,26-35,Others,Kuala Lumpur,Hijabs,Cotton Hijab,Normal,115.07,3,345.21,Cash,Online,Yes,42.29,302.91999999999996
9/16/2025,INV100168,CUST4312,26-35,Male,Sarawak,Hijabs,Cotton Hijab,Normal,40.92,2,81.84,E-Wallet (GrabPay),Online,No,0,81.84
1/29/2025,INV100169,CUST8429,26-35,Others,Perak,Footwear,Sandals,New Year,120.58,3,361.74,Cash,Instagram,No,0,361.74
1/2/2025,INV100170,CUST4570,18-25,Male,Perak,Accessories,Bangles,New Year,117.41,1,117.41,Cash,Instagram,Yes,17.92,99.49
4/3/2025,INV100171,CUST3218,46-60,Female,Perak,Footwear,Sneakers,Hari Raya,34.44,5,172.2,Credit Card,Shopee,Yes,13.03,159.17
10/3/2025,INV100172,CUST7439,26-35,Others,Johor,Tops,Floral Blouse,Normal,196.13,4,784.52,E-Wallet (GrabPay),Instagram,Yes,16.14,768.38
6/27/2025,INV100173,CUST3541,36-45,Male,Kuala Lumpur,Tops,Linen Tunic,Normal,95.46,1,95.46,Credit Card,In-Store,Yes,9.54,85.91999999999999
1/18/2025,INV100174,CUST8314,18-25,Male,Selangor,Footwear,Sneakers,Chinese New Year,117.16,1,117.16,Credit Card,Shopee,Yes,41.71,75.44999999999999
10/22/2025,INV100175,CUST6224,36-45,Male,Sabah,Bottoms,Palazzo Pants,Normal,113.83,4,455.32,E-Wallet (TnG),Shopee,Yes,30.05,425.27
10/30/2025,INV100176,CUST3869,46-60,Others,Negeri Sembilan,Tops,Cotton Shirt,Normal,189.49,4,757.96,E-Wallet (TnG),Instagram,No,0,757.96
3/18/2025,INV100177,CUST5913,46-60,Male,Negeri Sembilan,Bottoms,Batik Skirt,Normal,74.13,2,148.26,E-Wallet (GrabPay),Online,No,0,148.26
8/2/2025,INV100178,CUST9683,26-35,Female,Johor,Accessories,Handbag,Ramadan,136.41,4,545.64,E-Wallet (TnG),Online,Yes,7.32,538.3199999999999
7/13/2025,INV100179,CUST1647,18-25,Male,Johor,Footwear,Heels,Normal,176.51,3,529.53,E-Wallet (TnG),Online,Yes,47.17,482.35999999999996
3/2/2025,INV100180,CUST8846,26-35,Others,Johor,Footwear,Heels,Normal,119.37,3,358.11,E-Wallet (GrabPay),Instagram,No,0,358.11
6/7/2025,INV100181,CUST5285,36-45,Others,Negeri Sembilan,Footwear,Heels,Normal,164.51,4,658.04,E-Wallet (TnG),In-Store,No,0,658.04
6/10/2025,INV100182,CUST7781,18-25,Others,Johor,Bottoms,Batik Skirt,Normal,66.94,5,334.7,E-Wallet (GrabPay),Shopee,Yes,13.83,320.87
4/28/2025,INV100183,CUST7223,26-35,Female,Sarawak,Accessories,Scarf,Year End,135.51,4,542.04,E-Wallet (GrabPay),In-Store,No,0,542.04
3/28/2025,INV100184,CUST3293,46-60,Male,Selangor,Hijabs,Silk Hijab,Normal,171.03,1,171.03,Cash,Online,No,0,171.03
3/12/2025,INV100185,CUST4791,18-25,Others,Penang,Tops,Floral Blouse,Normal,111.03,3,333.09000000000003,Cash,Instagram,No,0,333.09000000000003
1/9/2025,INV100186,CUST1108,46-60,Male,Selangor,Hijabs,Printed Hijab,Ramadan,116.43,3,349.29,Cash,Instagram,Yes,9.82,339.47
2/19/2025,INV100187,CUST9591,26-35,Male,Johor,Hijabs,Printed Hijab,Ramadan,166.74,3,500.22,E-Wallet (GrabPay),Online,No,0,500.22
7/27/2025,INV100188,CUST8520,26-35,Others,Johor,Accessories,Bangles,Normal,169.05,1,169.05,Cash,Online,No,0,169.05
7/14/2025,INV100189,CUST7179,46-60,Male,Selangor,Bottoms,Batik Skirt,Normal,109.97,4,439.88,E-Wallet (TnG),Online,Yes,15.34,424.54
12/21/2025,INV100190,CUST8790,36-45,Male,Kuala Lumpur,Accessories,Bangles,Merdeka,138.46,2,276.92,E-Wallet (TnG),Online,Yes,31.42,245.5
12/31/2025,INV100191,CUST7525,18-25,Female,Penang,Hijabs,Silk Hijab,Merdeka,170.24,4,680.96,E-Wallet (TnG),Instagram,Yes,40.57,640.39
12/19/2025,INV100192,CUST2284,36-45,Male,Kuala Lumpur,Footwear,Heels,New Year,81.31,5,406.55,E-Wallet (GrabPay),Shopee,Yes,33.54,373.01
8/19/2025,INV100193,CUST9038,26-35,Female,Perak,Footwear,Heels,Year End,125.46,4,501.84,Cash,Shopee,Yes,37.09,464.75
2/12/2025,INV100194,CUST5390,26-35,Female,Penang,Footwear,Sneakers,Ramadan,39.18,1,39.18,E-Wallet (TnG),Instagram,No,0,39.18
5/19/2025,INV100195,CUST2674,26-35,Male,Penang,Footwear,Sneakers,Merdeka,119.85,4,479.4,Cash,Online,Yes,20.93,458.46999999999997
2/17/2025,INV100196,CUST6315,46-60,Male,Sabah,Footwear,Sneakers,New Year,150.47,5,752.35,Credit Card,In-Store,No,0,752.35
3/28/2025,INV100197,CUST3274,36-45,Female,Sabah,Footwear,Heels,Normal,31.39,4,125.56,E-Wallet (TnG),Instagram,No,0,125.56
9/5/2025,INV100198,CUST2260,36-45,Female,Johor,Footwear,Sandals,Normal,131,4,524,Cash,In-Store,No,0,524
1/4/2025,INV100199,CUST7483,36-45,Others,Perak,Accessories,Scarf,Ramadan,97.51,5,487.55,Credit Card,Shopee,No,0,487.55
11/5/2025,INV100200,CUST4290,46-60,Female,Penang,Footwear,Sneakers,Normal,72.46,4,289.84,Credit Card,Shopee,No,0,289.84
5/24/2025,INV100201,CUST7437,36-45,Male,Johor,Hijabs,Printed Hijab,Chinese New Year,142.71,5,713.5500000000001,Cash,Instagram,Yes,24.73,688.82
5/30/2025,INV100202,CUST2133,46-60,Others,Negeri Sembilan,Bottoms,Palazzo Pants,Ramadan,63.56,2,127.12,E-Wallet (GrabPay),Instagram,Yes,25.21,101.91
11/3/2025,INV100203,CUST8851,46-60,Others,Perak,Hijabs,Silk Hijab,Normal,162.33,3,486.99,Cash,Online,Yes,34.59,452.4
7/1/2025,INV100204,CUST3725,18-25,Others,Perak,Accessories,Scarf,Normal,39.07,1,39.07,E-Wallet (TnG),In-Store,Yes,25.06,14.010000000000002
7/20/2025,INV100205,CUST8586,26-35,Female,Selangor,Footwear,Heels,Normal,73.18,1,73.18,Cash,In-Store,No,0,73.18
6/9/2025,INV100206,CUST6620,46-60,Male,Negeri Sembilan,Accessories,Scarf,Normal,37.57,4,150.28,E-Wallet (TnG),Online,No,0,150.28
1/23/2025,INV100207,CUST2885,18-25,Female,Kuala Lumpur,Bottoms,Palazzo Pants,Chinese New Year,112.88,5,564.4,Credit Card,Shopee,No,0,564.4
8/25/2025,INV100208,CUST4798,46-60,Others,Penang,Bottoms,Palazzo Pants,Year End,97.78,1,97.78,Credit Card,Instagram,No,0,97.78
7/19/2025,INV100209,CUST1072,26-35,Male,Sabah,Tops,Linen Tunic,Normal,38.32,5,191.6,Credit Card,Shopee,No,0,191.6
4/11/2025,INV100210,CUST8496,18-25,Female,Negeri Sembilan,Hijabs,Printed Hijab,Ramadan,127.45,5,637.25,E-Wallet (GrabPay),Online,No,0,637.25
6/30/2025,INV100211,CUST8501,26-35,Others,Sabah,Hijabs,Printed Hijab,Normal,35.26,2,70.52,E-Wallet (TnG),Online,Yes,18.74,51.78
4/4/2025,INV100212,CUST7116,26-35,Others,Perak,Footwear,Sandals,Chinese New Year,123.47,4,493.88,Credit Card,Instagram,Yes,29.97,463.90999999999997
9/8/2025,INV100213,CUST5732,26-35,Male,Sarawak,Footwear,Sandals,Normal,29.65,3,88.94999999999999,Cash,Instagram,Yes,13.78,75.16999999999999
7/16/2025,INV100214,CUST9281,46-60,Female,Negeri Sembilan,Footwear,Sandals,Normal,171.18,4,684.72,Credit Card,Online,Yes,40.81,643.9100000000001
4/23/2025,INV100215,CUST5785,18-25,Female,Johor,Hijabs,Cotton Hijab,Chinese New Year,160.53,5,802.65,E-Wallet (GrabPay),Online,Yes,17.06,785.59
10/6/2025,INV100216,CUST7010,18-25,Others,Negeri Sembilan,Hijabs,Silk Hijab,Normal,198.16,1,198.16,Credit Card,Shopee,Yes,25.24,172.92
6/28/2025,INV100217,CUST2425,46-60,Male,Johor,Bottoms,Palazzo Pants,Normal,125.83,3,377.49,E-Wallet (GrabPay),In-Store,Yes,40.32,337.17
4/16/2025,INV100218,CUST1972,36-45,Others,Sabah,Hijabs,Printed Hijab,Chinese New Year,78.26,3,234.78000000000003,E-Wallet (TnG),Shopee,Yes,11.1,223.68000000000004
7/30/2025,INV100219,CUST1971,36-45,Others,Penang,Bottoms,Batik Skirt,Normal,46.32,3,138.96,Credit Card,Instagram,No,0,138.96
3/14/2025,INV100220,CUST5402,46-60,Female,Negeri Sembilan,Tops,Linen Tunic,Normal,163.03,1,163.03,E-Wallet (GrabPay),Shopee,No,0,163.03
8/21/2025,INV100221,CUST8996,36-45,Others,Selangor,Tops,Linen Tunic,Hari Raya,134.27,3,402.81000000000006,Cash,Instagram,Yes,48.57,354.24000000000007
4/19/2025,INV100222,CUST9105,36-45,Female,Sabah,Accessories,Bangles,Merdeka,43.51,4,174.04,E-Wallet (TnG),Online,Yes,9.48,164.56
8/24/2025,INV100223,CUST1266,18-25,Male,Negeri Sembilan,Footwear,Heels,Hari Raya,56.42,2,112.84,E-Wallet (TnG),In-Store,No,0,112.84
2/17/2025,INV100224,CUST6905,36-45,Male,Sarawak,Bottoms,Batik Skirt,Hari Raya,132.61,2,265.22,E-Wallet (GrabPay),Online,Yes,5.05,260.17
9/2/2025,INV100225,CUST2276,26-35,Others,Johor,Hijabs,Printed Hijab,Normal,100.11,1,100.11,E-Wallet (TnG),Online,No,0,100.11
12/22/2025,INV100226,CUST3165,46-60,Male,Johor,Footwear,Heels,Year End,165.07,1,165.07,E-Wallet (TnG),Shopee,No,0,165.07
3/12/2025,INV100227,CUST7270,26-35,Others,Penang,Tops,Linen Tunic,Normal,121.39,5,606.95,Credit Card,Instagram,No,0,606.95
4/20/2025,INV100228,CUST3480,46-60,Others,Negeri Sembilan,Bottoms,Batik Skirt,New Year,45.2,1,45.2,E-Wallet (GrabPay),Shopee,No,0,45.2
6/11/2025,INV100229,CUST3290,26-35,Female,Kuala Lumpur,Bottoms,Palazzo Pants,Normal,128.18,5,640.9000000000001,E-Wallet (TnG),Online,No,0,640.9000000000001
4/16/2025,INV100230,CUST9482,26-35,Others,Perak,Accessories,Bangles,New Year,161.08,2,322.16,E-Wallet (GrabPay),Instagram,Yes,15.85,306.31
11/23/2025,INV100231,CUST2163,18-25,Female,Sarawak,Bottoms,Slim Fit Jeans,Normal,174.95,5,874.75,E-Wallet (GrabPay),Shopee,Yes,39.32,835.43
2/7/2025,INV100232,CUST1273,18-25,Male,Sabah,Bottoms,Batik Skirt,New Year,190.76,4,763.04,E-Wallet (TnG),Instagram,No,0,763.04
12/26/2025,INV100233,CUST7590,18-25,Others,Penang,Accessories,Handbag,Ramadan,34.22,2,68.44,Credit Card,Shopee,No,0,68.44
10/28/2025,INV100234,CUST2083,36-45,Others,Perak,Bottoms,Batik Skirt,Normal,64.01,4,256.04,Cash,Instagram,Yes,18.92,237.12
12/3/2025,INV100235,CUST3877,18-25,Male,Penang,Tops,Floral Blouse,Hari Raya,191.54,5,957.6999999999999,E-Wallet (TnG),In-Store,No,0,957.6999999999999
3/6/2025,INV100236,CUST5403,18-25,Male,Sarawak,Footwear,Sneakers,Normal,114.29,3,342.87,Cash,Instagram,No,0,342.87
9/19/2025,INV100237,CUST6900,18-25,Female,Penang,Accessories,Handbag,Normal,65.92,1,65.92,Cash,In-Store,Yes,6.98,58.94
1/7/2025,INV100238,CUST5006,18-25,Female,Sarawak,Footwear,Heels,Chinese New Year,187.61,1,187.61,E-Wallet (GrabPay),In-Store,No,0,187.61
5/8/2025,INV100239,CUST7819,36-45,Female,Kuala Lumpur,Hijabs,Cotton Hijab,New Year,110.37,1,110.37,Credit Card,In-Store,Yes,47.93,62.440000000000005
2/5/2025,INV100240,CUST8620,36-45,Female,Sarawak,Tops,Linen Tunic,Hari Raya,21.43,2,42.86,E-Wallet (TnG),Shopee,Yes,25.88,16.98
10/30/2025,INV100241,CUST9083,26-35,Others,Johor,Bottoms,Batik Skirt,Normal,187.83,1,187.83,Credit Card,Shopee,Yes,47.79,140.04000000000002
1/1/2025,INV100242,CUST7164,36-45,Male,Johor,Hijabs,Silk Hijab,Hari Raya,108.57,1,108.57,Credit Card,Shopee,Yes,6.98,101.58999999999999
4/29/2025,INV100243,CUST9515,46-60,Others,Sarawak,Footwear,Sandals,New Year,124.54,5,622.7,Credit Card,Instagram,Yes,31.64,591.0600000000001
2/1/2025,INV100244,CUST8126,26-35,Male,Sabah,Accessories,Scarf,Hari Raya,146.13,3,438.39,E-Wallet (TnG),Instagram,No,0,438.39
4/30/2025,INV100245,CUST2223,26-35,Male,Kuala Lumpur,Bottoms,Batik Skirt,Chinese New Year,100.92,3,302.76,E-Wallet (GrabPay),Online,No,0,302.76
4/17/2025,INV100246,CUST8404,36-45,Female,Sabah,Tops,Floral Blouse,Chinese New Year,165.37,3,496.11,Cash,In-Store,No,0,496.11
3/17/2025,INV100247,CUST2494,26-35,Female,Perak,Hijabs,Silk Hijab,Normal,141.89,3,425.66999999999996,Credit Card,Online,No,0,425.66999999999996
8/20/2025,INV100248,CUST5093,18-25,Female,Kuala Lumpur,Bottoms,Batik Skirt,New Year,31.1,2,62.2,Credit Card,In-Store,No,0,62.2
7/10/2025,INV100249,CUST2376,36-45,Male,Selangor,Tops,Floral Blouse,Normal,182.45,4,729.8,Credit Card,Online,No,0,729.8
3/4/2025,INV100250,CUST1699,46-60,Male,Penang,Hijabs,Cotton Hijab,Normal,167.9,4,671.6,E-Wallet (GrabPay),Online,No,0,671.6
12/16/2025,INV100251,CUST7990,26-35,Female,Johor,Bottoms,Slim Fit Jeans,Ramadan,100.28,2,200.56,Cash,In-Store,No,0,200.56
9/13/2025,INV100252,CUST7750,46-60,Male,Kuala Lumpur,Accessories,Scarf,Normal,44.7,2,89.4,Credit Card,Online,No,0,89.4
7/3/2025,INV100253,CUST8859,46-60,Female,Sarawak,Footwear,Sneakers,Normal,52.37,3,157.10999999999999,Credit Card,Online,No,0,157.10999999999999
1/30/2025,INV100254,CUST8728,36-45,Others,Johor,Bottoms,Batik Skirt,Chinese New Year,138.24,3,414.72,Cash,In-Store,No,0,414.72
7/1/2025,INV100255,CUST3846,26-35,Male,Sarawak,Accessories,Bangles,Normal,25.08,3,75.24,Credit Card,In-Store,No,0,75.24
10/5/2025,INV100256,CUST6063,26-35,Female,Selangor,Tops,Floral Blouse,Normal,61.87,2,123.74,Cash,Instagram,Yes,19.93,103.81
11/11/2025,INV100257,CUST4300,26-35,Female,Penang,Accessories,Handbag,Normal,23.94,5,119.7,Credit Card,Online,No,0,119.7
2/7/2025,INV100258,CUST7120,46-60,Others,Kuala Lumpur,Accessories,Scarf,Ramadan,44.56,2,89.12,E-Wallet (GrabPay),Instagram,No,0,89.12
3/31/2025,INV100259,CUST6846,26-35,Others,Penang,Footwear,Sneakers,Normal,152.12,3,456.36,Credit Card,In-Store,Yes,47.7,408.66
10/21/2025,INV100260,CUST7415,18-25,Male,Sarawak,Hijabs,Silk Hijab,Normal,135.14,1,135.14,E-Wallet (GrabPay),In-Store,No,0,135.14
2/9/2025,INV100261,CUST4899,36-45,Female,Penang,Tops,Linen Tunic,Year End,135.04,3,405.12,E-Wallet (GrabPay),Online,No,0,405.12
4/18/2025,INV100262,CUST5088,18-25,Female,Sabah,Tops,Linen Tunic,New Year,28.67,4,114.68,E-Wallet (GrabPay),In-Store,No,0,114.68
9/10/2025,INV100263,CUST7204,36-45,Others,Perak,Tops,Cotton Shirt,Normal,161.97,5,809.85,Credit Card,In-Store,No,0,809.85
2/7/2025,INV100264,CUST1547,36-45,Male,Sarawak,Accessories,Handbag,New Year,81.53,4,326.12,Credit Card,Online,Yes,20.21,305.91
11/11/2025,INV100265,CUST8909,18-25,Female,Penang,Hijabs,Cotton Hijab,Normal,48.28,1,48.28,E-Wallet (TnG),In-Store,Yes,23.42,24.86
10/11/2025,INV100266,CUST9849,36-45,Others,Sabah,Accessories,Handbag,Normal,37.26,4,149.04,E-Wallet (GrabPay),In-Store,Yes,21.24,127.8
8/7/2025,INV100267,CUST2435,36-45,Others,Negeri Sembilan,Bottoms,Batik Skirt,New Year,57.25,3,171.75,Cash,Instagram,Yes,18.88,152.87
7/23/2025,INV100268,CUST8715,46-60,Others,Sabah,Tops,Linen Tunic,Normal,117.94,2,235.88,E-Wallet (TnG),Instagram,No,0,235.88
4/6/2025,INV100269,CUST8303,18-25,Female,Negeri Sembilan,Footwear,Sneakers,Chinese New Year,170.67,5,853.3499999999999,Cash,In-Store,Yes,8.86,844.4899999999999
6/26/2025,INV100270,CUST9871,46-60,Others,Johor,Hijabs,Silk Hijab,Normal,171.34,5,856.7,E-Wallet (GrabPay),Instagram,Yes,26.43,830.2700000000001
2/10/2025,INV100271,CUST7468,18-25,Others,Penang,Tops,Cotton Shirt,Chinese New Year,190.83,2,381.66,Credit Card,In-Store,Yes,6.92,374.74
2/10/2025,INV100272,CUST8133,26-35,Others,Penang,Hijabs,Cotton Hijab,Ramadan,183.94,1,183.94,Cash,Instagram,No,0,183.94
10/10/2025,INV100273,CUST6343,36-45,Others,Negeri Sembilan,Tops,Linen Tunic,Normal,132.15,5,660.75,E-Wallet (GrabPay),Online,No,0,660.75
3/18/2025,INV100274,CUST3428,18-25,Male,Kuala Lumpur,Accessories,Bangles,Normal,178.42,4,713.68,E-Wallet (TnG),Instagram,No,0,713.68
10/20/2025,INV100275,CUST8750,18-25,Male,Sabah,Footwear,Heels,Normal,131.28,4,525.12,Cash,Instagram,No,0,525.12
12/20/2025,INV100276,CUST4892,18-25,Others,Negeri Sembilan,Accessories,Scarf,New Year,80.82,3,242.45999999999998,E-Wallet (TnG),Shopee,No,0,242.45999999999998
12/23/2025,INV100277,CUST2609,26-35,Male,Sabah,Footwear,Sneakers,Ramadan,151.18,5,755.9000000000001,Cash,In-Store,No,0,755.9000000000001
4/19/2025,INV100278,CUST7671,46-60,Others,Sarawak,Tops,Linen Tunic,Chinese New Year,31.81,5,159.04999999999998,E-Wallet (GrabPay),In-Store,Yes,12.82,146.23
4/13/2025,INV100279,CUST1944,26-35,Male,Negeri Sembilan,Tops,Cotton Shirt,Year End,55.84,3,167.52,E-Wallet (GrabPay),Instagram,Yes,35.65,131.87
5/4/2025,INV100280,CUST7102,46-60,Others,Negeri Sembilan,Bottoms,Slim Fit Jeans,Merdeka,119.24,3,357.71999999999997,Credit Card,Shopee,Yes,17.83,339.89
7/17/2025,INV100281,CUST1813,26-35,Others,Johor,Bottoms,Palazzo Pants,Normal,60.52,2,121.04,E-Wallet (TnG),Instagram,Yes,43.91,77.13000000000001
12/16/2025,INV100282,CUST1145,46-60,Male,Penang,Hijabs,Silk Hijab,Chinese New Year,65.43,3,196.29000000000002,E-Wallet (TnG),Instagram,No,0,196.29000000000002
6/28/2025,INV100283,CUST8520,36-45,Male,Negeri Sembilan,Accessories,Bangles,Normal,113.71,5,568.55,E-Wallet (GrabPay),Online,Yes,28.02,540.53
12/6/2025,INV100284,CUST7131,36-45,Female,Kuala Lumpur,Footwear,Heels,Ramadan,197.9,3,593.7,E-Wallet (TnG),Shopee,No,0,593.7
4/7/2025,INV100285,CUST3456,26-35,Male,Perak,Accessories,Bangles,Chinese New Year,149.83,4,599.32,E-Wallet (TnG),Shopee,No,0,599.32
7/27/2025,INV100286,CUST7361,18-25,Others,Johor,Accessories,Bangles,Normal,148.41,5,742.05,E-Wallet (GrabPay),Shopee,No,0,742.05
3/29/2025,INV100287,CUST3967,36-45,Male,Negeri Sembilan,Bottoms,Palazzo Pants,Normal,66.56,5,332.8,Credit Card,Shopee,Yes,15,317.8
4/25/2025,INV100288,CUST6031,46-60,Female,Sarawak,Accessories,Bangles,Ramadan,103.48,1,103.48,E-Wallet (GrabPay),Online,Yes,26.25,77.23
4/10/2025,INV100289,CUST9199,18-25,Others,Perak,Hijabs,Cotton Hijab,Hari Raya,29.73,2,59.46,Credit Card,In-Store,No,0,59.46
7/29/2025,INV100290,CUST8496,26-35,Female,Penang,Tops,Cotton Shirt,Normal,79.87,2,159.74,E-Wallet (TnG),Online,Yes,25.34,134.4
4/18/2025,INV100291,CUST3762,26-35,Female,Kuala Lumpur,Bottoms,Palazzo Pants,Hari Raya,134.03,4,536.12,E-Wallet (GrabPay),Instagram,No,0,536.12
1/3/2025,INV100292,CUST1618,26-35,Others,Sarawak,Tops,Cotton Shirt,Merdeka,54.3,1,54.3,Credit Card,In-Store,No,0,54.3
6/9/2025,INV100293,CUST3112,18-25,Female,Sabah,Bottoms,Batik Skirt,Normal,168.29,3,504.87,E-Wallet (TnG),Instagram,No,0,504.87
8/11/2025,INV100294,CUST3192,36-45,Female,Sarawak,Bottoms,Batik Skirt,Hari Raya,23.44,2,46.88,Credit Card,In-Store,Yes,31.54,15.340000000000003
3/28/2025,INV100295,CUST3017,36-45,Others,Selangor,Footwear,Sandals,Normal,66.04,5,330.20000000000005,Cash,Online,Yes,34.41,295.7900000000001
1/11/2025,INV100296,CUST1790,18-25,Female,Negeri Sembilan,Footwear,Heels,Merdeka,65.49,2,130.98,Credit Card,Online,No,0,130.98
8/4/2025,INV100297,CUST2654,36-45,Others,Penang,Footwear,Heels,Merdeka,149.38,1,149.38,E-Wallet (TnG),Online,Yes,27.4,121.97999999999999
11/8/2025,INV100298,CUST4272,36-45,Others,Johor,Accessories,Bangles,Normal,93.76,2,187.52,Cash,Instagram,Yes,35.97,151.55
9/4/2025,INV100299,CUST6416,26-35,Male,Selangor,Tops,Floral Blouse,Normal,170.34,4,681.36,Credit Card,Online,Yes,37.56,643.8
2/21/2025,INV100300,CUST5192,26-35,Female,Sabah,Accessories,Scarf,New Year,37.97,2,75.94,Cash,Shopee,No,0,75.94
12/13/2025,INV100301,CUST6123,46-60,Others,Kuala Lumpur,Tops,Floral Blouse,New Year,173.36,2,346.72,E-Wallet (TnG),Shopee,No,0,346.72
11/15/2025,INV100302,CUST5395,18-25,Female,Sarawak,Bottoms,Batik Skirt,Normal,92.14,4,368.56,E-Wallet (TnG),Instagram,No,0,368.56
8/4/2025,INV100303,CUST3732,18-25,Male,Selangor,Bottoms,Batik Skirt,Hari Raya,184.02,4,736.08,E-Wallet (GrabPay),In-Store,No,0,736.08
7/3/2025,INV100304,CUST1472,26-35,Female,Negeri Sembilan,Tops,Cotton Shirt,Normal,99.32,1,99.32,E-Wallet (TnG),Shopee,Yes,36.71,62.60999999999999
12/14/2025,INV100305,CUST9598,26-35,Others,Sarawak,Hijabs,Printed Hijab,Year End,146.1,1,146.1,E-Wallet (GrabPay),In-Store,No,0,146.1
6/27/2025,INV100306,CUST7305,26-35,Others,Selangor,Tops,Linen Tunic,Normal,188.19,5,940.95,E-Wallet (GrabPay),Instagram,Yes,8.37,932.58
9/9/2025,INV100307,CUST6253,26-35,Female,Sabah,Tops,Linen Tunic,Normal,60.09,4,240.36,E-Wallet (GrabPay),In-Store,Yes,25.66,214.70000000000002
10/21/2025,INV100308,CUST8341,18-25,Female,Negeri Sembilan,Accessories,Handbag,Normal,196.52,1,196.52,Cash,Instagram,No,0,196.52
1/19/2025,INV100309,CUST9996,18-25,Male,Sabah,Hijabs,Printed Hijab,Chinese New Year,137.83,4,551.32,E-Wallet (TnG),Shopee,Yes,41.75,509.57000000000005
8/21/2025,INV100310,CUST6439,46-60,Others,Sarawak,Footwear,Heels,New Year,156.68,2,313.36,Cash,Shopee,No,0,313.36
11/21/2025,INV100311,CUST5783,36-45,Others,Kuala Lumpur,Tops,Floral Blouse,Normal,108.64,4,434.56,Cash,Shopee,Yes,13.44,421.12
7/21/2025,INV100312,CUST4532,46-60,Male,Sarawak,Tops,Cotton Shirt,Normal,28.37,5,141.85,Cash,Instagram,No,0,141.85
12/4/2025,INV100313,CUST9260,26-35,Female,Selangor,Hijabs,Printed Hijab,New Year,119.58,4,478.32,E-Wallet (GrabPay),In-Store,Yes,37.87,440.45
3/7/2025,INV100314,CUST2696,46-60,Others,Sarawak,Hijabs,Cotton Hijab,Normal,95.36,5,476.8,Credit Card,Shopee,No,0,476.8
6/25/2025,INV100315,CUST5819,46-60,Male,Penang,Footwear,Sandals,Normal,146,5,730,E-Wallet (TnG),Shopee,Yes,14.04,715.96
11/16/2025,INV100316,CUST5760,36-45,Others,Penang,Bottoms,Palazzo Pants,Normal,117.65,3,352.95000000000005,Cash,Shopee,No,0,352.95000000000005
10/26/2025,INV100317,CUST7839,36-45,Female,Selangor,Hijabs,Silk Hijab,Normal,24.55,2,49.1,Cash,Online,Yes,17.01,32.09
3/24/2025,INV100318,CUST5695,36-45,Male,Selangor,Accessories,Handbag,Normal,155.65,1,155.65,E-Wallet (TnG),Instagram,Yes,32.72,122.93
12/12/2025,INV100319,CUST4675,46-60,Male,Sabah,Tops,Cotton Shirt,Hari Raya,94.98,3,284.94,Cash,Online,No,0,284.94
4/14/2025,INV100320,CUST8259,26-35,Others,Sarawak,Hijabs,Printed Hijab,Year End,128.61,2,257.22,E-Wallet (TnG),Instagram,Yes,49.26,207.96000000000004
2/8/2025,INV100321,CUST4063,26-35,Others,Kuala Lumpur,Footwear,Heels,Hari Raya,70.24,3,210.71999999999997,Credit Card,In-Store,No,0,210.71999999999997
1/3/2025,INV100322,CUST6415,46-60,Others,Penang,Tops,Floral Blouse,Ramadan,127.44,5,637.2,E-Wallet (TnG),Instagram,No,0,637.2
2/7/2025,INV100323,CUST6207,26-35,Male,Kuala Lumpur,Hijabs,Silk Hijab,Hari Raya,117.75,4,471,Cash,Shopee,Yes,44.75,426.25
12/6/2025,INV100324,CUST6437,36-45,Female,Sabah,Bottoms,Palazzo Pants,Merdeka,105.47,5,527.35,Cash,Online,No,0,527.35
8/17/2025,INV100325,CUST4937,26-35,Male,Sarawak,Footwear,Heels,Hari Raya,66.19,3,198.57,Cash,Shopee,No,0,198.57
9/7/2025,INV100326,CUST1718,36-45,Others,Johor,Accessories,Bangles,Normal,34.82,1,34.82,Credit Card,Online,Yes,14.49,20.33
11/19/2025,INV100327,CUST4492,46-60,Male,Johor,Hijabs,Printed Hijab,Normal,178.15,4,712.6,Cash,In-Store,Yes,25.67,686.9300000000001
6/19/2025,INV100328,CUST1620,18-25,Male,Selangor,Bottoms,Slim Fit Jeans,Normal,120.46,5,602.3,Credit Card,Shopee,No,0,602.3
7/18/2025,INV100329,CUST8391,46-60,Female,Sarawak,Tops,Cotton Shirt,Normal,141.19,5,705.95,Cash,Online,Yes,36.54,669.4100000000001
2/7/2025,INV100330,CUST6860,18-25,Female,Sabah,Hijabs,Silk Hijab,Ramadan,157.75,4,631,E-Wallet (GrabPay),Instagram,Yes,26.33,604.67
10/1/2025,INV100331,CUST4602,26-35,Others,Perak,Hijabs,Cotton Hijab,Normal,192.82,2,385.64,E-Wallet (TnG),Shopee,Yes,29.91,355.72999999999996
10/12/2025,INV100332,CUST3316,18-25,Male,Selangor,Hijabs,Printed Hijab,Normal,90.93,5,454.65000000000003,Cash,Shopee,Yes,38.67,415.98
6/26/2025,INV100333,CUST4469,46-60,Others,Penang,Bottoms,Batik Skirt,Normal,59.74,3,179.22,Credit Card,Online,Yes,35.19,144.03
